"","mt_id","xpos_max","xpos_min","ypos_max","ypos_min","MAD","MAD_time","MD_above","MD_above_time","MD_below","MD_below_time","AD","AUC","xpos_flips","ypos_flips","xpos_reversals","ypos_reversals","RT","initiation_time","idle_time","sample_entropy"
"id0351","id0351",0,-530,829,0,-76.4130745198113,790,4.21366487057611,1020,-76.4130745198113,790,-15.3074098461655,-46330,0,0,0,0,1224,590,654,0.0834059395433028
"id0352","id0352",0,-766,861,0,-93.5429498673924,950,23.0730868929176,760,-93.5429498673924,950,-15.9159635193427,-26665,1,0,0,0,1231,650,660,0.0348872590004405
"id0353","id0353",1,-556,909,0,87.7465711791726,1130,87.7465711791726,1130,0,0,17.8961567840846,57913.5,1,1,1,0,1448,810,810,0.0389429739486074
"id0354","id0354",0,-787,913,0,53.3357743882233,770,53.3357743882233,770,-14.9345148672152,950,5.1233985753362,35503.5,1,0,0,0,1120,620,650,0.0393458513268443
"id0355","id0355",0,-588,846,0,18.4378528440929,1440,18.4378528440929,1440,-9.91194742281936,1290,2.83393934078683,7566,0,0,0,0,1679,800,999,0.0413413401564414
"id0356","id0356",0,-643,889,0,20.5356620990316,780,20.5356620990316,780,-18.684526786656,1080,-1.04270672706874,1773,0,0,0,0,1424,610,610,0.0964787455230459
"id0357","id0357",0,-596,907,0,14.8577129927245,1071,14.8577129927245,1071,-10.2497487957251,941,0.963341800128298,3901.5,0,0,0,0,1496,720,765,0.0339773408302896
"id0358","id0358",487,-536,935,-1,838.990080915377,3000,838.990080915377,3000,-2.23057655273465,380,258.869732810317,257464.5,4,4,4,1,3631,330,1021,0.139501559611026
"id0359","id0359",0,-593,854,0,-51.6199627814411,860,3.01049923616819,600,-51.6199627814411,860,-11.2931830476232,-24594.5,0,0,0,0,1171,550,551,0.0724038135954175
"id0360","id0360",0,-747,1018,0,55.8950921253457,1020,55.8950921253457,1020,0,0,7.94521907909787,42568.5,0,0,0,0,1303,880,880,0.0316322499883934
"id0361","id0361",1,-603,875,0,-93.3670051303947,820,13.3544275078294,640,-93.3670051303947,820,-18.3155495967166,-40377,2,0,1,0,1096,540,540,0.0356294733246299
"id0362","id0362",39,-838,809,0,186.174793541547,730,186.174793541547,730,-126.042656496691,840,-12.0070459391194,70502.5,2,0,1,0,1224,340,544,0.0627590394552175
"id0363","id0363",0,-687,807,0,-121.36467866328,800,46.5623177133612,650,-121.36467866328,800,-21.9624959989628,-27658.5,1,0,0,0,1151,470,641,0.0577201327144292
"id0364","id0364",428,-537,881,-5,626.256692191373,900,626.256692191373,900,-0.894587341414009,450,91.0813161904918,370376.5,1,1,1,1,1272,410,542,0.0385357735310902
"id0365","id0365",3,-568,950,0,-87.057681705776,920,54.9329070075025,1010,-87.057681705776,920,1.74760913756889,-34184,2,1,1,0,1352,180,872,0.0274870062318352
"id0366","id0366",23,-589,889,-18,52.9671600449504,890,52.9671600449504,890,-0.552317558050407,1030,5.4116734839948,31292.5,1,1,1,1,1175,430,745,0.0263264251680486
"id0367","id0367",0,-571,818,0,-54.6763402125237,700,0,0,-54.6763402125237,700,-8.78342072215854,-31968.5,0,0,0,0,1472,380,742,0.0522620185153412
"id0368","id0368",322,-572,840,0,620.934860811389,1110,620.934860811389,1110,0,0,143.186223348258,354424,1,1,1,0,1464,660,714,0.13609964818169
"id0369","id0369",0,-637,930,0,-104.95373422941,1440,0,0,-104.95373422941,1440,-24.0029844527374,-64729,0,0,0,0,2456,1320,1866,0.0518388481381246
"id0370","id0370",0,-521,848,0,-41.84587515402,1041,17.057562980632,871,-41.84587515402,1041,-5.20460255569661,-6772,1,0,0,0,1272,751,822,0.0273308937169713
"id0371","id0371",650,-509,908,0,991.841197576965,1280,991.841197576965,1280,0,0,528.273103008578,541616.5,1,3,1,0,2384,620,1344,0.117286141236222
"id0372","id0372",0,-709,864,0,-150.363461204929,1150,1.74157438519547,910,-150.363461204929,1150,-29.4045343676128,-87056,1,0,0,0,1519,890,949,0.0638857214941995
"id0373","id0373",0,-643,865,0,-51.4886756118056,750,0,0,-51.4886756118056,750,-10.5663148585468,-29636.5,0,0,0,0,1120,570,610,0.0707661698190182
"id0374","id0374",0,-850,861,0,-53.3523082743543,1090,0,0,-53.3523082743543,1090,-7.52179091792666,-42502.5,1,0,0,0,1304,750,814,0.0268947562001217
"id0375","id0375",0,-575,861,-3,-60.7841429420126,810,19.6367003338137,720,-60.7841429420126,810,-4.28219781657108,-19332,1,1,0,1,2023,370,1523,0.0247152168241455
"id0376","id0376",1,-568,876,-3,-48.2936013008504,1100,0.839055825853729,510,-48.2936013008504,1100,-8.1989650357621,-27283,1,1,1,1,1352,500,792,0.0289093171540212
"id0377","id0377",0,-648,949,0,94.3357635870451,720,94.3357635870451,720,-14.637167510243,640,3.41009730571043,38645.5,1,1,0,0,1040,530,600,0.0563015653686414
"id0378","id0378",0,-624,834,0,-42.3962852283235,650,8.32372719496298,550,-42.3962852283235,650,-10.2594101419896,-20422,0,0,0,0,1135,510,645,0.0317225363984801
"id0379","id0379",505,-594,936,0,921.553193802552,1270,921.553193802552,1270,0,0,205.709828358917,179761.5,2,1,2,0,1695,490,565,0.172025097385187
"id0380","id0380",0,-553,960,0,-44.9369776764682,1070,12.0878980625341,1000,-44.9369776764682,1070,-1.79744274247881,-13356.5,0,0,0,0,1376,920,1006,0.0312588876552729
"id0381","id0381",27,-594,798,0,-58.877780939806,980,31.809200642956,730,-58.877780939806,980,-8.44407977526527,-18482,3,0,1,0,1320,650,740,0.0912184329519978
"id0382","id0382",0,-737,841,0,48.7285672847349,1170,48.7285672847349,1170,-35.124989278947,1290,0.752572251721919,23348,0,0,0,0,1592,950,1132,0.0269998639067004
"id0383","id0383",623,-597,910,0,1007.55757071181,1150,1007.55757071181,1150,0,0,215.439688197232,498129.5,1,3,1,0,1944,710,1044,0.075641861822698
"id0384","id0384",0,-567,849,0,23.7313956235969,1190,23.7313956235969,1190,-5.89758680244664,1320,1.90502425566122,15386,0,0,0,0,2416,1000,1946,0.0266233079073269
"id0385","id0385",193,-558,846,0,381.899620154062,1950,381.899620154062,1950,0,0,39.6859076124523,181920.5,1,0,1,0,2616,1640,1886,0.0285850413958926
"id0386","id0386",21,-540,844,0,129.952504631429,1171,129.952504631429,1171,-8.57514069637222,1561,19.631676027963,44836,1,0,1,0,1816,751,836,0.0370764900784439
"id0387","id0387",0,-859,921,0,-37.69331265757,920,37.2450308638213,730,-37.69331265757,920,0.414665301463453,12098,1,1,0,0,1280,590,720,0.0719264175374608
"id0388","id0388",604,-696,830,0,991.842707837785,2110,991.842707837785,2110,0,0,308.461202511613,502549.5,3,1,1,0,3520,1000,2210,0.0651161662869731
"id0389","id0389",678,-540,967,0,1091.54018160749,2391,1091.54018160749,2391,0,0,366.847360263417,503236,2,2,2,0,4016,1321,2556,0.0950702853567308
"id0390","id0390",0,-775,932,0,59.158727344483,1260,59.158727344483,1260,0,0,6.63996582188536,51116,1,1,0,0,1696,1060,1256,0.0263629558273096
"id0391","id0391",449,-745,761,0,843.413410399025,1110,843.413410399025,1110,0,0,263.536655877551,421851.5,1,0,1,0,1591,590,921,0.0664167221610276
"id0392","id0392",0,-666,865,0,-45.6650941775269,1090,20.8567064376176,920,-45.6650941775269,1090,-5.78268208455781,-8978,0,0,0,0,2409,790,1649,0.0246850870316928
"id0393","id0393",816,-559,906,0,1171.20032913529,1280,1171.20032913529,1280,0,0,150.347771056574,510484.5,2,1,2,0,1832,870,1082,0.0294138852062933
"id0394","id0394",539,-602,795,0,901.78442878276,2720,901.78442878276,2720,-5.32184470225272,930,187.588440719509,23041.5,2,6,2,0,3583,680,1643,0.198101415282045
"id0395","id0395",0,-710,915,-10,-96.9797905705969,1290,0,0,-96.9797905705969,1290,-20.4469700141555,-82685,1,2,0,1,1689,960,1049,0.0962978342055974
"id0396","id0396",602,-643,885,0,1009.59676241696,1000,1009.59676241696,1000,-1.01706952737218,1510,286.3428730803,521604.5,2,3,1,0,1576,630,816,0.0691589017048325
"id0398","id0398",491,-888,924,0,977.507431013903,2610,977.507431013903,2610,-0.699189189916148,2920,261.405295134971,568117.5,3,6,3,0,3224,430,1664,0.176762126213805
"id0399","id0399",7,-666,962,0,73.6810694819233,850,73.6810694819233,850,0,0,11.9977923997897,53939,1,0,1,0,1127,570,657,0.0375513456521325
"id0400","id0400",3,-726,928,0,92.2728720443016,810,92.2728720443016,810,-9.89268392704543,1080,3.73014680272133,39737.5,1,0,1,0,1192,80,460,0.0591188674000746
"id0401","id0401",1,-607,881,0,167.879206940932,930,167.879206940932,930,-6.74104071343145,1220,23.8582282720926,90288.5,1,0,1,0,1392,770,832,0.0359320092260633
"id0402","id0402",0,-565,827,0,54.5091068120177,660,54.5091068120177,660,-0.605046592693146,940,5.54391361557417,27995,0,0,0,0,960,590,590,0.0563696014124389
"id0404","id0404",0,-638,902,0,138.491970067567,980,138.491970067567,980,-1.35405520698698,1140,18.8209629029076,94572.5,0,0,0,0,1264,730,794,0.026631350797613
"id0405","id0405",33,-662,851,0,106.403455626946,1240,106.403455626946,1240,-2.0973356910139,1860,20.7462839629078,71325,3,1,2,0,2000,410,1140,0.0575388589653286
"id0406","id0406",0,-741,957,0,87.9977041188653,801,87.9977041188653,801,-27.7742382757292,991,-2.83896830218772,53259.5,1,1,0,0,2104,41,1284,0.0865241480011106
"id0407","id0407",0,-517,758,-2,76.7488225719153,1070,76.7488225719153,1070,-15.6584207939719,700,3.31454906054026,37022,0,1,0,1,1296,610,736,0.0495969411393721
"id0408","id0408",0,-621,855,0,-57.122758182652,1470,47.1580009031376,930,-57.122758182652,1470,8.73640697506253,-8061,0,0,0,0,1808,50,1138,0.0531407788372357
"id0409","id0409",9,-610,814,-1,48.1458869577838,771,48.1458869577838,771,-3.24616569474828,511,10.5100585365266,25146,1,1,1,1,1720,61,830,0.0762273653878843
"id0410","id0410",617,-590,888,0,942.794231940934,870,942.794231940934,870,-1.10680159269423,1210,221.2003175399,430967.5,2,0,2,0,1256,80,336,0.139301749085859
"id0411","id0411",52,-641,878,-2,166.503210021628,980,166.503210021628,980,-23.8839436973855,1160,37.4999630712675,71405,3,1,3,1,1368,0,578,0.117667887979361
"id0412","id0412",466,-636,820,-1,745.399602640461,1690,745.399602640461,1690,-55.8061011212449,2060,83.0699516040184,280688.5,2,1,2,1,4287,120,2807,0.0954453849783822
"id0414","id0414",136,-809,885,0,360.031744865864,1000,360.031744865864,1000,-174.29524495451,1160,24.5621277050404,142003,2,0,1,0,1479,60,629,0.135264952508451
"id0415","id0415",2,-687,861,-1,-94.3881296921304,1581,70.3580492364037,811,-94.3881296921304,1581,21.4841142962164,12288.5,3,3,1,1,1840,141,731,0.161610060976442
"id0416","id0416",0,-622,846,-3,-81.6680593189404,1121,0,0,-81.6680593189404,1121,-19.7816054487671,-53625.5,1,1,0,1,1417,60,697,0.0254370756807757
"id0417","id0417",9,-587,862,-1,24.478206612363,740,24.478206612363,740,-17.063212420362,810,3.31196042146278,7478,1,1,1,1,912,70,572,0.0253733267476634
"id0418","id0418",3,-704,940,-2,145.143018095622,810,145.143018095622,810,-1.19890980357767,20,27.8443329102963,91028,1,3,1,1,1007,10,297,0.0264425771235167
"id0419","id0419",374,-659,806,0,611.091964400661,1170,611.091964400661,1170,-76.1665387117639,1840,212.119253696497,277371,4,0,2,0,2137,230,1027,0.154150679827258
"id0420","id0420",2,-594,757,0,-82.8877375948054,890,4.43033746713963,720,-82.8877375948054,890,-15.7157068233306,-46006.5,1,0,1,0,1776,160,816,0.0552252989909034
"id0421","id0421",282,-588,928,0,680.362397340198,881,680.362397340198,881,-1.68941867456118,441,143.936218210964,401072.5,2,2,2,0,1584,391,624,0.109484232841688
"id0422","id0422",31,-563,852,0,253.780917097372,1260,253.780917097372,1260,-3.62020979190391,850,23.8862597331038,165203,2,0,2,0,1696,810,1146,0.053241536063469
"id0423","id0423",0,-638,893,0,99.5863608479271,900,99.5863608479271,900,-3.25913013592053,1100,13.2866967429783,57077.5,1,1,0,0,1200,640,690,0.0359261937341745
"id0424","id0424",445,-810,794,-1,666.462086899226,960,666.462086899226,960,-28.284181064904,1300,100.61637761337,490786.5,3,1,2,1,1535,440,705,0.0994106468515913
"id0425","id0425",533,-578,947,-2,785.735616197895,1120,785.735616197895,1120,-1.0590095491942,260,238.802254112239,467228.5,1,2,1,1,1856,200,916,0.0725648585120982
"id0426","id0426",11,-550,774,-36,80.2431931844783,1460,80.2431931844783,1460,-65.1554676285035,1680,-12.6007245517052,23557.5,2,1,2,1,2024,280,1024,0.0515973626442732
"id0427","id0427",0,-561,819,0,150.92178334534,971,150.92178334534,971,-48.7950565011627,1381,9.39076285868461,50777.5,1,0,0,0,1640,641,750,0.0479102696999926
"id0428","id0428",253,-594,839,0,533.80475157982,1190,533.80475157982,1190,-1.97097678115426,1410,76.5507094489118,373760.5,2,0,1,0,1648,820,1038,0.0351275786266986
"id0429","id0429",20,-644,843,-4,97.9835211922507,840,97.9835211922507,840,-12.9802596259299,1130,17.6256920481729,55430,1,2,1,2,1301,200,661,0.0778170223568076
"id0430","id0430",23,-484,764,-6,173.594412778412,960,173.594412778412,960,-8.27945836232322,320,19.892356477759,103036.5,2,1,2,1,1439,270,809,0.0591888713903306
"id0431","id0431",0,-581,843,0,160.710667246733,1720,160.710667246733,1720,-0.879059678994441,2330,62.8181189407522,94759.5,0,0,0,0,2440,720,1250,0.0726357313701906
"id0432","id0432",0,-733,888,0,-40.5100896777574,1290,25.1004579875024,1360,-40.5100896777574,1290,-0.900133256955747,-5813,3,0,0,0,1720,760,1080,0.0349515780228136
"id0433","id0433",106,-619,819,0,245.597382367172,901,245.597382367172,901,-0.797773611277877,161,56.4409932245927,187169.5,2,0,2,0,1344,151,634,0.11247798342669
"id0434","id0434",1,-511,799,-3,124.894650192353,850,124.894650192353,850,-2.15513756389122,1150,28.2062503637487,67676,1,1,1,1,1320,0,670,0.0539199480339748
"id0435","id0435",54,-539,852,0,340.093358883226,1420,340.093358883226,1420,-11.2985882640578,950,56.8166121814462,144716.5,2,0,2,0,1968,600,668,0.136739608401618
"id0436","id0436",210,-610,825,0,538.82761540782,1090,538.82761540782,1090,-1.57403744032494,1580,78.3563294893862,247118.5,1,0,1,0,1703,350,903,0.0688318279243198
"id0437","id0437",360,-735,919,0,756.990732474218,940,756.990732474218,940,-69.2011056436331,550,117.3227948071,494255.5,3,1,2,0,1448,400,638,0.0824946909208231
"id0438","id0438",3,-606,841,0,-35.216460754374,1591,29.9105976082555,981,-35.216460754374,1591,3.0082329946448,-17143.5,1,0,1,0,2503,111,1503,0.0306083882340383
"id0439","id0439",0,-564,845,0,35.9708561753892,1210,35.9708561753892,1210,-0.55515441338987,1530,11.353980528543,23152,0,0,0,0,2256,200,1326,0.0527862724611644
"id0440","id0440",4,-665,928,0,142.216939628744,870,142.216939628744,870,-1.0193347597906,1840,25.1267906117989,106293.5,2,1,1,0,3064,290,1654,0.0325510537466653
"id0441","id0441",18,-576,834,0,81.9397599443212,2180,81.9397599443212,2180,-0.355178846746104,2560,15.9341425252793,64828.5,1,0,1,0,4960,730,3810,0.0507319123523423
"id0442","id0442",0,-604,892,0,70.7993497945925,1480,70.7993497945925,1480,0,0,11.073833577274,42744,0,1,0,0,2416,520,1356,0.0289988972176981
"id0443","id0443",42,-528,875,0,65.9260460391046,1240,65.9260460391046,1240,0,0,20.4582628103899,31269,1,0,1,0,1960,720,930,0.0641441216057382
"id0444","id0444",0,-668,834,0,-17.8882646803288,2400,12.9130559304573,2020,-17.8882646803288,2400,-3.59451145609696,-3984.5,1,0,0,0,3392,640,2042,0.107881964673672
"id0445","id0445",0,-641,931,0,-37.5811178872018,1710,28.0998014626828,1950,-37.5811178872018,1710,-1.9692634612369,-6660,0,0,0,0,2311,500,841,0.11553515486924
"id0446","id0446",484,-582,839,0,793.24657875798,2490,793.24657875798,2490,0,0,212.60346799767,300554,3,4,1,0,8688,480,4458,0.193158508123832
"id0447","id0447",0,-720,868,0,101.866676861234,1080,101.866676861234,1080,-0.769542938181827,270,24.6851377775299,43165.5,1,1,0,0,2791,260,1501,0.0588758600766844
"id0448","id0448",0,-713,850,0,-51.4715381006242,1010,4.15815309040589,920,-51.4715381006242,1010,-6.91005692111108,-24473,1,1,0,0,1624,440,764,0.0293612211973914
"id0449","id0449",6,-560,855,0,40.3874692094455,750,40.3874692094455,750,-14.7560152645553,860,6.02819031234516,11896.5,1,1,1,0,1144,350,604,0.026603745517976
"id0450","id0450",0,-592,886,0,118.817959286311,1400,118.817959286311,1400,0,0,24.982623319566,80522,0,0,0,0,1991,500,1091,0.0345238568920127
"id0451","id0451",62,-614,866,0,144.462034476118,2470,144.462034476118,2470,-0.57838318945433,3130,53.3337066848824,104054,4,0,2,0,3272,460,1382,0.13443026908954
"id0452","id0452",178,-599,857,-67,295.173244258739,4350,295.173244258739,4350,-82.3700807823759,4080,55.3235612919652,313817.5,6,6,4,2,6272,770,2422,0.336103980310662
"id0453","id0453",340,-574,853,0,501.486952477629,1180,501.486952477629,1180,-0.573848243338452,5510,275.474512694907,243281,3,0,1,0,5784,400,3404,0.144768437134401
"id0454","id0454",617,-586,971,0,977.485895847303,1580,977.485895847303,1580,0,0,141.714550195099,549793,2,1,2,0,2895,780,1655,0.0682679711290029
"id0455","id0455",0,-644,851,0,52.5426153540121,730,52.5426153540121,730,-10.2585253931541,950,6.22201866236956,32520,0,0,0,0,1136,450,536,0.0299025601738699
"id0456","id0456",0,-597,861,0,103.223541959474,830,103.223541959474,830,-33.9048532688525,1180,16.5467061996053,53482.5,0,0,0,0,1472,480,552,0.0831503683321702
"id0457","id0457",501,-848,813,0,908.910686111973,1330,908.910686111973,1330,-65.7402340842205,1710,312.805276941757,497774.5,3,2,2,0,2184,260,824,0.0998636118991402
"id0458","id0458",128,-779,796,0,240.04232504605,980,240.04232504605,980,-191.716580825032,1210,12.9188905158252,12131.5,3,1,2,0,1632,40,522,0.109585699028169
"id0460","id0460",0,-647,909,0,82.6143051539957,1060,82.6143051539957,1060,-4.08722904173251,850,14.6080075817051,48514,1,1,0,0,1512,320,682,0.0328039772048339
"id0461","id0461",3,-557,887,0,188.055739811184,810,188.055739811184,810,0,0,84.0455351613957,132110,3,0,1,0,2209,260,859,0.11385544107628
"id0462","id0462",0,-754,949,0,-36.2193323115006,1561,27.0614598732943,1411,-36.2193323115006,1561,6.17096251776478,-5900.5,1,1,0,0,2064,591,1074,0.0566225799356343
"id0463","id0463",73,-653,928,0,121.328254473346,1090,121.328254473346,1090,-26.5009884629145,1250,17.4730433392887,44955.5,2,0,1,0,1768,640,1078,0.0528200122413504
"id0464","id0464",910,-620,923,0,1228.93052457236,1610,1228.93052457236,1610,-22.2100224290448,2410,298.878610952116,501642.5,3,1,2,0,2633,890,1053,0.163714029729651
"id0465","id0465",474,-821,825,0,844.929714681402,1930,844.929714681402,1930,-168.8873027514,2140,110.501068004935,375883.5,2,2,1,0,2631,890,1567,0.136721436177861
"id0466","id0466",3,-601,863,0,54.6863888027318,920,54.6863888027318,920,-48.39627974655,1630,3.61767244871196,-11754,1,0,1,0,2216,660,1036,0.117923494958532
"id0467","id0467",0,-705,938,0,48.2329141521735,1370,48.2329141521735,1370,-14.236598535323,1300,5.1242741956806,16214,1,1,0,0,1896,890,1176,0.0894222071267643
"id0468","id0468",42,-718,815,0,217.411296779886,1001,217.411296779886,1001,-89.0097006969587,1301,23.863230090129,63441.5,1,0,1,0,1576,671,726,0.0683447133136713
"id0469","id0469",448,-557,902,0,509.562992069139,2110,509.562992069139,2110,-4.52858441306388,1540,77.5047944772047,422311,4,2,2,0,3136,1170,1636,0.178805241391199
"id0470","id0470",0,-712,877,0,-46.4176649937988,910,8.5664378203859,790,-46.4176649937988,910,-6.54767507495747,-21741,1,0,0,0,1296,730,866,0.0304634447638668
"id0472","id0472",13,-827,928,0,196.761098849116,960,196.761098849116,960,-7.61485595239117,1300,36.85981155146,123803,3,1,2,0,1552,520,682,0.110147504215051
"id0473","id0473",178,-776,877,0,498.20913711084,1264,498.20913711084,1264,-65.8131576874691,1584,91.2747471908369,268094.5,2,0,1,0,1887,804,847,0.084536834944586
"id0474","id0474",0,-697,968,0,-112.035653718397,850,2.95432952733582,540,-112.035653718397,850,-22.405400762509,-88136.5,0,0,0,0,1272,490,612,0.0329851250538128
"id0475","id0475",0,-513,836,0,18.789841972482,800,18.789841972482,800,-14.450744444816,970,1.14552174730381,3672,0,0,0,0,1232,570,712,0.0759458126225336
"id0476","id0476",0,-823,947,0,50.7942676098874,570,50.7942676098874,570,-2.26793622844442,740,6.86504756639594,37570.5,1,0,0,0,927,460,617,0.057276209182457
"id0477","id0477",82,-602,959,0,381.1729034239,770,381.1729034239,770,-0.315289716895387,120,76.3792021517454,284091,2,0,2,0,1200,110,590,0.0707952150208117
"id0478","id0478",513,-824,917,0,954.306645063346,770,954.306645063346,770,-6.01543743437273,1020,283.517708815654,592535,1,0,1,0,1240,360,530,0.069941106547873
"id0480","id0480",42,-703,926,0,-265.143979360762,960,113.20431388791,690,-265.143979360762,960,-28.2417195271653,-50549,3,1,1,0,1527,530,757,0.0782746448485678
"id0481","id0481",13,-542,837,0,-108.90827194585,620,51.8304211703706,480,-108.90827194585,620,-16.0542200397912,-26682.5,2,0,1,0,1024,360,414,0.0277694131625303
"id0482","id0482",179,-603,854,0,408.48051246734,740,408.48051246734,740,-0.480184941992527,450,78.1752351523075,241484.5,2,0,2,0,1160,430,470,0.136965855073157
"id0483","id0483",655,-547,971,0,1011.26992823385,1030,1011.26992823385,1030,0,0,369.172988749752,521507.5,1,2,1,0,1623,520,753,0.066103355371108
"id0484","id0484",542,-551,975,0,958.46617528499,960,958.46617528499,960,0,0,310.69220059885,434557,3,3,3,0,2136,230,876,0.112748412057716
"id0485","id0485",682,-761,971,0,1143.90789348661,700,1143.90789348661,700,-1.27229332424744,1190,325.193129105092,600126,3,2,3,0,1256,330,416,0.056248247216636
"id0486","id0486",836,-560,987,0,1215.04201777709,850,1215.04201777709,850,-1.20935566767856,1760,345.04491039682,730054,2,3,1,0,1823,150,393,0.200670695462151
"id0487","id0487",0,-546,987,0,28.3362087778684,550,28.3362087778684,550,-23.7748611099461,920,0.556824317447168,3660.5,0,0,0,0,1080,390,450,0.123469274808028
"id0488","id0488",17,-653,859,0,71.3207166529029,460,71.3207166529029,460,-59.5357985907766,750,-1.20765515902909,10002,2,0,1,0,1159,290,489,0.0337694425533543
"id0489","id0489",0,-686,955,0,-67.7849689505603,770,20.5200791028852,660,-67.7849689505603,770,-5.04092683571792,-22722.5,0,1,0,0,1248,80,598,0.0292510973475825
"id0490","id0490",458,-516,906,0,834.029891421788,860,834.029891421788,860,-0.869362871158851,1190,173.627210759352,208186.5,4,2,3,0,1336,130,346,0.119699913476061
"id0491","id0491",0,-631,912,0,85.9594859105891,530,85.9594859105891,530,-9.50757179734865,650,11.6514726064651,33106.5,0,0,0,0,855,150,375,0.0281075276904406
"id0492","id0492",2,-654,889,0,144.905916788049,1000,144.905916788049,1000,-102.875272660819,650,14.734192371153,-7079,5,0,1,0,1248,400,488,0.238094951167173
"id0493","id0493",0,-629,970,0,-30.1508016407141,760,4.75915054729922,440,-30.1508016407141,760,-7.05610425386444,-19492,0,0,0,0,1104,360,434,0.0928870376221617
"id0494","id0494",0,-845,967,0,-72.5374107257911,790,3.53589004406521,550,-72.5374107257911,790,-14.2317064367216,-62870,1,1,0,0,1207,470,627,0.0702244721273242
"id0495","id0495",638,-570,951,0,991.138733110058,1021,991.138733110058,1021,0,0,291.821350917063,534176,1,3,1,0,1736,541,606,0.0786118875696534
"id0496","id0496",415,-661,863,0,640.184332729952,840,640.184332729952,840,-9.64440039364062,1160,114.638002351647,340146.5,1,0,1,0,1336,640,696,0.0344656811180508
"id0497","id0497",0,-699,895,0,-34.5072322399833,841,1.38074719045325,1121,-34.5072322399833,841,-7.16698378542811,-22466,0,0,0,0,1152,581,632,0.0735625671770167
"id0498","id0498",0,-609,839,0,-27.4527542471454,1010,23.6311101613019,690,-27.4527542471454,1010,-0.893766324647857,9426.5,0,0,0,0,1136,640,656,0.0599276535998408
"id0499","id0499",0,-591,841,0,39.3767042685578,740,39.3767042685578,740,-18.463028872358,610,4.5736784058176,18879.5,0,0,0,0,1000,550,550,0.0537286972318364
"id0500","id0500",0,-632,828,0,-15.5255595907073,740,8.35223648523087,670,-15.5255595907073,740,-1.75055006094367,-4556.5,0,0,0,0,1192,610,632,0.0601153135264854
"id0501","id0501",0,-536,870,-1,-8.51389402352131,640,6.81698686986776,850,-8.51389402352131,640,-1.85700391441221,-3188.5,0,1,0,1,1080,490,570,0.0335837887241674
"id0502","id0502",0,-676,898,0,31.763294912568,650,31.763294912568,650,-0.601422535457291,980,4.56459585350168,22325.5,0,0,0,0,1000,560,570,0.0709842428718767
"id0505","id0505",634,-585,859,0,1009.65299981436,1510,1009.65299981436,1510,-40.5186564660571,1000,168.259002089276,-10710.5,2,2,2,0,2184,750,874,0.137965355406241
"id0506","id0506",552,-731,860,0,978.250837815844,1000,978.250837815844,1000,-1.29880048247397,1600,427.421434202033,571608,1,2,1,0,1696,490,856,0.066016514772839
"id0507","id0507",0,-600,865,0,-75.552179176701,740,0,0,-75.552179176701,740,-20.1963149413223,-50264.5,1,0,0,0,1208,600,678,0.0276080011682864
"id0509","id0509",553,-684,906,0,992.209658540951,1130,992.209658540951,1130,0,0,299.438412974388,608731,3,2,1,0,1599,630,719,0.123208585771777
"id0510","id0510",0,-718,895,0,-31.4196560102751,700,2.9552708693743,820,-31.4196560102751,700,-4.49671675509388,-17315,1,0,0,0,1120,600,700,0.0293457351398207
"id0511","id0511",654,-615,973,0,1051.41009893983,1040,1051.41009893983,1040,-1.99510057318242,1300,253.588881379217,568581.5,3,3,1,0,1672,680,862,0.0594414013930428
"id0512","id0512",398,-752,874,0,760.773959477151,940,760.773959477151,940,-11.0967814427269,1200,153.678821058831,462055,2,0,1,0,1463,670,823,0.0679901640932032
"id0513","id0513",5,-639,883,-4,-35.2215175476026,851,16.3859417400412,911,-35.2215175476026,851,-1.8399969043767,-11244.5,1,1,1,1,1200,541,810,0.0257166213164523
"id0514","id0514",564,-839,908,0,1026.94438520557,1516,1026.94438520557,1516,-57.1214824791139,1776,147.884846064666,563648.5,2,2,1,0,1958,1171,1273,0.0350704588806632
"id0515","id0515",0,-590,884,0,-87.2370163165763,1400,8.94424993642278,1260,-87.2370163165763,1400,-13.3003194092228,-25624.5,0,0,0,0,1790,1190,1220,0.0528002373730218
"id0516","id0516",0,-660,890,0,-43.9800995393582,1114,0,0,-43.9800995393582,1114,-4.62064508880322,-27459,1,0,0,0,1366,824,956,0.0266497861685302
"id0518","id0518",0,-584,848,0,58.0552023488903,870,58.0552023488903,870,-11.6700901937946,980,3.92711475591379,25933,0,0,0,0,1149,700,749,0.0295097097910094
"id0520","id0520",0,-575,884,0,-71.0102144434888,797,23.2724304640791,707,-71.0102144434888,797,-7.10859086630974,-19115.5,0,0,0,0,1036,627,646,0.0265517194268797
"id0521","id0521",165,-701,871,0,665.237830375525,1206,665.237830375525,1206,-0.62698292766623,1476,184.745913365601,240018.5,2,0,2,0,1678,566,808,0.114608573782378
"id0522","id0522",0,-610,966,0,33.0595108919604,1051,33.0595108919604,1051,-16.7749253936677,1141,-0.904204931240794,4387.5,1,1,0,0,1414,350,793,0.0281811878926691
"id0523","id0523",0,-695,938,0,97.9887436862755,910,97.9887436862755,910,-5.32884569533645,1060,10.993179251077,57766,0,0,0,0,1147,740,787,0.0277275162855255
"id0525","id0525",261,-620,924,0,540.805108869489,1271,540.805108869489,1271,-0.841171709388068,1711,82.0408875024722,319663.5,1,0,1,0,1759,711,1009,0.0676314008886303
